scene_name,TotalTissueArea(sqmm),TotalVilliArea(sqmm),VPD,Area_StainArtifact(sqmm),Area_Hemosiderin(sqmm),Total Stain,Stain>10k,Stain5k-10k,Stain2k-5k,Stain<2k
EARLI Fe.3020382-6 Fe,394.5172171,318.4388706,0.807160896,0.159796131,0.297531989,0.457328119,0.05484053,0.051011747,0.066035269,0.285440573
EARLI Fe.3020382_4_Fe,365.5745143,259.8603346,0.710827272,0.216147687,0.280144727,0.496292414,0.206369043,0.026405853,0.045146244,0.218371274
EARLI Fe.3030005-3 Fe,272.8027815,191.5280978,0.702075311,0.153941825,0.235047609,0.388989435,0.102935666,0.024093926,0.033365002,0.228594841
EARLI Fe.3030005-4 Fe,244.9486759,157.8235959,0.644312917,0.027666153,0.106231015,0.133897168,0.00771599,0.003692885,0.005530944,0.116957349
EARLI Fe.3030005-5 Fe,277.3092954,198.881833,0.717184156,0.096314993,0.321986617,0.41830161,0.067618551,0.023418243,0.028751563,0.298513253
EARLI Fe.3030005-6 Fe,407.7162589,252.8645254,0.620197306,0.075216424,0.203129229,0.278345653,0.022377286,0.025381787,0.028083755,0.202502825
EARLI Fe.3030005-7 Fe,170.2621986,132.1936404,0.776412154,0.014477134,0.154368571,0.168845706,0.010598056,0.00898353,0.014366129,0.134897991
EARLI Fe.3030005-8 Fe,217.4555394,158.8564476,0.730523803,0.117276901,0.203700765,0.320977665,0.066316211,0.009358457,0.026311739,0.218991258
EARLI Fe.3030005_4_Fe,436.1193501,271.5883842,0.622738671,0.037288293,0.240449013,0.277737305,0.041953656,0.012529084,0.022028961,0.201225604
EARLI Fe.3030007-2 Fe,353.2498535,232.8620904,0.659199397,0.087424433,0.153031685,0.240456118,0.005987411,0.02787978,0.036048935,0.170539992
EARLI Fe.3030007-3 Fe,319.7289094,205.9794071,0.644231413,0.09642422,0.135862744,0.232286963,0.039872129,0.013771223,0.020809753,0.157833858
EARLI Fe.3030007-4 Fe,310.7205005,213.4466647,0.686941043,0.039024986,0.108124451,0.147149437,0.009248977,0.011890489,0.009071673,0.116938298
EARLI Fe.3030007_4_Fe,357.6603558,236.2170411,0.660450724,0.054372335,0.127759108,0.182131442,0.034525264,0.011380445,0.014595848,0.121629885
EARLI Fe.3030026-3 Fe,460.6010877,295.5151083,0.64158578,0.220057871,0.511483823,0.731541695,0.120264637,0.044636962,0.05584872,0.510791376
EARLI Fe.3030026-5 Fe,155.5829663,104.6181974,0.672427065,0.090013618,0.182784579,0.272798197,0.025036071,0.029608359,0.040879557,0.17727421
EARLI Fe.3030026-6 Fe,415.1839096,311.2989983,0.749785796,0.130985383,0.467309171,0.598294553,0.037161779,0.029819954,0.04721497,0.48409785
EARLI Fe.3030026-7 Fe,408.0426008,343.7939313,0.842544211,0.169827477,0.892569803,1.06239728,0.162334259,0.033866937,0.044645852,0.821550232
EARLI Fe.3030026_4_Fe,435.0528296,368.6009055,0.847255507,0.062820341,0.474198941,0.537019281,0.017154324,0.0060752,0.012229337,0.50156042
EARLI Fe.3030029-3 Fe,459.9812661,293.3718277,0.637790818,0.315258496,0.515485337,0.830743834,0.097810385,0.040015649,0.055944992,0.636972808
EARLI Fe.3030029-5 Fe,369.5878827,220.2050289,0.595812361,0.142665038,0.297053677,0.439718715,0.098822385,0.00263567,0.010937675,0.327322985
EARLI Fe.3030029-6 Fe,430.6940288,286.3891011,0.664947926,0.365991333,0.494048165,0.860039499,0.145020529,0.072665341,0.11909464,0.523258989
EARLI Fe.3030029_4_Fe,320.2357649,222.6857759,0.695380717,0.170046866,0.32449348,0.494540347,0.080301424,0.054250915,0.104257372,0.255730636
EARLI Fe.3030042-3 Fe,481.4948111,354.016697,0.735245093,0.061468316,0.201541375,0.263009691,0.010386206,0.005162621,0.016837959,0.230622905
EARLI Fe.3030042-5 Fe,349.6912587,270.5262465,0.773614552,0.054585498,0.219014627,0.273600126,0,0.007486868,0.03156606,0.234547198
EARLI Fe.3030042-6 Fe,383.7892487,296.0201056,0.77130901,0.055481159,0.223603172,0.27908433,0,0.007670013,0.018201008,0.253213309
EARLI Fe.3030042-7 Fe,420.9382961,330.0937409,0.784185578,0.086935452,0.449784861,0.536720313,0,0.01472861,0.021860109,0.500131594
EARLI Fe.3030042_4_Fe,376.2900914,283.7332764,0.75402803,0.082462335,0.392128141,0.474590475,0.247843575,0.035026417,0.029722221,0.161998262
EARLI Fe.3030127-1 Fe,254.2208088,168.7489956,0.663789075,0.062420368,0.04074315,0.103163517,0.018721995,0.005213424,0.005604101,0.073623997
EARLI Fe.3030127-2 Fe,409.4909719,259.4595456,0.633614813,0.051468214,0.056889423,0.108357637,0.002574706,0.003456396,0.003561812,0.098764723
EARLI Fe.3030127-3 Fe,306.7899994,166.1302237,0.54151121,0.059389449,0.130007675,0.189397124,0.005051108,0.00843892,0.016826528,0.159080568
EARLI Fe.3030127-4 Fe,333.5114399,188.4816725,0.56514305,0.101838317,0.222082125,0.323920441,0.043883042,0.021855283,0.021563926,0.23661819
EARLI Fe.3030127-5 Fe,70.02445482,46.94304001,0.670380657,0.014082393,0.016342627,0.030425021,0,0,0.00088423,0.029540791
EARLI Fe.3030127_4_Fe,381.9347398,211.5856357,0.55398374,0.081270162,0.141753625,0.223023789,0.021831227,0.017549792,0.024487259,0.159155511
EARLI Fe.3030129-3 Fe,385.8386734,220.1496676,0.570574395,0.143256133,0.24664471,0.389900843,0.031458103,0.028307543,0.042114583,0.288020614
EARLI Fe.3030129-5 Fe,364.2756773,237.1868342,0.651119053,0.114356225,0.233247652,0.347603876,0.015927819,0.02188297,0.031735743,0.278057344
EARLI Fe.3030129-6 Fe,319.3903589,228.6928523,0.716029291,0.206987732,0.411801341,0.618789073,0.043720472,0.037191499,0.071597966,0.466279136
EARLI Fe.3030129-7 Fe,211.0397536,156.4561475,0.741358653,0.165757379,0.662831891,0.828589269,0.019893517,0.038057185,0.093069176,0.677569391
EARLI Fe.3030129_4_Fe,312.7366324,244.316962,0.781222718,0.178783605,0.495695804,0.674479409,0.041649975,0.068564586,0.066814878,0.49744997
EARLI Fe.3030137-3 Fe,433.3271447,232.5459187,0.536652092,0.127493679,0.227171589,0.354665268,0.017359199,0.02323713,0.021504741,0.292564198
EARLI Fe.3030137-4 Fe,415.010957,254.4523149,0.61312192,0.127937953,0.192373683,0.320311636,0.02635162,0.013363528,0.027814244,0.252782244
EARLI Fe.3030137-5 Fe,427.3867913,244.4746337,0.572021969,0.098929579,0.263089198,0.362018777,0.017987381,0.018207867,0.029084324,0.296739205
EARLI Fe.3030137-6 Fe,389.6519506,246.2493628,0.631972616,0.109316802,0.231069211,0.340386012,0.00743708,0.021651562,0.022018107,0.289279263
EARLI Fe.3030137-7 Fe,334.5006046,234.6726374,0.701561176,0.084176838,0.206487066,0.290663904,0,0.011625804,0.031610767,0.247427333
EARLI Fe.3030137_4_Fe,477.3359055,322.3062428,0.675218937,0.095782617,0.21351788,0.309300496,0.031463275,0.028965378,0.022397155,0.226474688
EARLI Fe.3030236-3 Fe,238.5482807,188.192045,0.788905476,0.095613655,0.163613738,0.259227393,0.034777331,0.005825857,0.009384875,0.20923933
EARLI Fe.3030236-5 Fe,308.6090542,166.4730483,0.539430214,0.339525914,0.419419788,0.758945703,0.229673393,0.074713218,0.092503737,0.362055355
EARLI Fe.3030236-6 Fe,256.5966044,189.2826893,0.737666384,0.189354449,0.266573281,0.45592773,0.058053071,0.034780379,0.047094312,0.315999968
EARLI Fe.3030236_4_Fe,306.9608873,263.2677286,0.857658873,0.366094415,0.266759933,0.632854348,0.185744674,0.067902676,0.097507936,0.281699062
EARLI Fe.3030257-3 Fe,431.5118153,373.9564646,0.866619294,0.055111565,0.20699713,0.262108696,0,0.005163383,0.010538616,0.246406697
EARLI Fe.3030257-4 Fe,428.4572713,393.7180163,0.918920141,0.014516506,0.078183077,0.092699584,0.005234,0,0.007900152,0.079565432
EARLI Fe.3030257-5 Fe,389.8611686,342.0142411,0.877271882,0.041329165,0.216968782,0.258297948,0.012407158,0.006786545,0.012852702,0.226251543
EARLI Fe.3030257-6 Fe,342.3067675,294.7087614,0.86094927,0.048546522,0.251179911,0.299726433,0,0,0.006127628,0.293598805
EARLI Fe.3030257_4_Fe,434.5634437,399.0422165,0.918259974,0.020808204,0.102088856,0.122897059,0,0.004886437,0.008114953,0.109895669
EARLI Fe.4005002-3 Fe,245.4259762,178.5675967,0.727582302,0.114940462,0.34450539,0.459445851,0,0.017357167,0.051666092,0.390422592
EARLI Fe.4005002-5 Fe,122.8071545,83.51024072,0.680011202,0.194641792,0.397377296,0.592019088,0.030595465,0.067898223,0.103136084,0.390389316
EARLI Fe.4005002-6 Fe,261.0248138,206.0737639,0.789479594,0.082934192,0.193411847,0.276346039,0,0.005569047,0.01907838,0.251698612
EARLI Fe.4005002_4_Fe,399.5007942,282.1143567,0.706167199,0.259783129,0.67084651,0.930629638,0.113577084,0.118292537,0.149345921,0.549414096
EARLI Fe.4010019-3 Fe,389.5281214,256.6904049,0.658977852,0.044701228,0.133725961,0.178427189,0.005206312,0.013542355,0.012544834,0.147133688
EARLI Fe.4010019-5 Fe,324.3010031,218.223651,0.672904644,0.129888287,0.160241675,0.290129963,0.115578296,0.025556296,0.02403601,0.124959361
EARLI Fe.4010019-6 Fe,255.2470469,142.4980575,0.558275049,0.125814125,0.195638805,0.321452929,0.03175835,0.04464255,0.044663125,0.200388904
EARLI Fe.4010019-7 Fe,354.3875271,242.8368315,0.685229623,0.113690957,0.258820713,0.37251167,0.019534084,0.015475671,0.012257796,0.325244119
EARLI Fe.4010019_4_Fe,398.0677162,304.2324953,0.76427322,0.090864972,0.492303647,0.583168618,0.061514878,0.015636704,0.027198362,0.478818674
EARLI Fe.4010037-3 Fe,369.8525038,166.4934239,0.450161678,0.051226137,0.102468022,0.153694158,0.025754682,0.001415631,0.006877991,0.119645854
EARLI Fe.4010037-5 Fe,348.8805116,194.5155381,0.557542,0.107931652,0.212188455,0.320120107,0.042225842,0.008882177,0.017486207,0.251525881
EARLI Fe.4010037-6 Fe,68.65354393,57.35108245,0.835369584,0.067700598,0.346614485,0.414315082,0.081021705,0.016842531,0.008181347,0.308269499
EARLI Fe.4010037-7 Fe,311.5284558,237.1061579,0.761105939,0.053957317,0.14637672,0.200334038,0.015191173,0.009247961,0.008629686,0.167265218
EARLI Fe.4010037_4_Fe,297.6179129,201.5538511,0.677223522,0.147277584,0.138875471,0.286153055,0.12817608,0.020214216,0.012110539,0.12565222
EARLI Fe.4020023-10 Fe,404.907399,245.5388432,0.6064074,0.088070141,0.219355009,0.30742515,0.023335942,0.008678965,0.028801858,0.246608385
EARLI Fe.4020023-11 Fe,343.3433969,239.0735558,0.696310335,0.06949827,0.228852413,0.298350682,0.002872921,0.004498623,0.015690568,0.27528857
EARLI Fe.4020023-12 Fe,414.9971428,343.7790033,0.828388844,0.117538792,0.474265653,0.591804444,0.076228169,0.013009175,0.034301813,0.468265287
EARLI Fe.4020023-13 Fe,450.6500168,367.3466307,0.815148379,0.11786825,0.876590673,0.994458923,0.030336369,0.043123534,0.074255227,0.846743793
EARLI Fe.4020023-14 Fe,499.0653467,384.7882674,0.771017803,0.082481535,0.407319482,0.489801017,0.006225932,0.010913797,0.025477805,0.447183483
EARLI Fe.4020023-15 Fe,447.6650847,368.6793487,0.823560651,0.106628296,0.595867685,0.702495981,0.02953063,0.01988107,0.047494388,0.605589893
EARLI Fe.4020023-16 Fe,402.3650763,292.7184173,0.727494593,0.180065592,0.644280086,0.824345678,0.090243248,0.034103172,0.063277164,0.636722094
EARLI Fe.4020023-3 Fe,343.210198,232.0965184,0.676251812,0.11485308,0.391032992,0.505886073,0.0175901,0.027569373,0.042284265,0.418442335
EARLI Fe.4020023-5 Fe,292.6479113,208.4749769,0.71237473,0.063543372,0.580804028,0.6443474,0.003886191,0.005332558,0.016385556,0.618743095
EARLI Fe.4020023-6 Fe,396.2550859,291.7747334,0.73633057,0.120058884,0.546587057,0.66664594,0.033028938,0.035440312,0.046938347,0.551238343
EARLI Fe.4020023-7 Fe,271.4141795,179.809944,0.662492816,0.044889962,0.19797499,0.242864951,0,0.011580589,0.007998202,0.22328616
EARLI Fe.4020023-8 Fe,321.5836639,245.7968302,0.764332452,0.030396825,0.237538744,0.26793557,0.006208913,0.005185229,0.028410674,0.228130754
EARLI Fe.4020023-9 Fe,405.1893902,264.0778024,0.651739184,0.05604609,0.237601232,0.293647323,0.018608704,0.005156525,0.007692367,0.262189727
EARLI Fe.4020023_4_Fe,470.0521767,364.4254116,0.775287148,0.054238327,0.218626702,0.272865029,0.037525101,0.002796596,0.016717946,0.215825386
EARLI Fe.4020036-1 Fe,381.7507096,281.7572527,0.738066088,0.06714913,0.299605776,0.366754904,0.007691096,0.014545972,0.031964357,0.312553479
EARLI Fe.4020036-3 Fe,397.4595764,255.1260667,0.64189186,0.106016372,0.387591076,0.493607448,0.018082891,0.020288512,0.017682562,0.437553483
EARLI Fe.4020036-5 Fe,60.40939979,37.58917464,0.622240492,0.010811683,0.010336927,0.02114861,0,0,0.000558581,0.020590029
EARLI Fe.4020036_4_Fe,393.6826903,269.2559767,0.683941619,0.043014181,0.139040949,0.182055129,0.0220919,0.007696145,0.0189119,0.133355184
EARLI Fe.4020040-3 Fe,402.8971219,335.636222,0.833056887,0.140104811,0.762132079,0.902236891,0.018433941,0.03012706,0.058184397,0.795491493
EARLI Fe.4020040-5 Fe,414.1015203,338.4711178,0.817362654,0.225161052,0.687078734,0.912239787,0.092009422,0.068452994,0.092990431,0.65878694
EARLI Fe.4020040-6 Fe,433.3997516,251.551377,0.580414216,0.077114939,0.190888706,0.268003645,0,0.005371422,0.012894106,0.249738117
EARLI Fe.4020040-7 Fe,269.6934662,137.8715452,0.511215741,0.028143957,0.079706157,0.107850113,0,0.00152689,0.005084638,0.101238585
EARLI Fe.4020040_4_Fe,431.7991992,330.8163074,0.766134602,0.045806056,0.293554173,0.339360229,0.021386457,0.01687241,0.031079084,0.270022278
EARLI Fe.4020047-3 Fe,379.7230687,245.0908214,0.645446225,0.075762304,0.322194148,0.397956452,0.003068005,0.00145856,0.018611752,0.374818135
EARLI Fe.4020047-4 Fe,383.6124208,268.3119064,0.699434877,0.081827952,0.261983974,0.343811926,0.003203904,0,0.009627206,0.330980816
EARLI Fe.4020047-5 Fe,443.3378091,343.7385005,0.775342174,0.074694421,0.63580281,0.710497231,0.018050123,0.011379155,0.017614231,0.663453722
EARLI Fe.4020047-6 Fe,377.9638149,298.2850707,0.789189491,0.18120841,0.572204824,0.753413234,0.131763688,0.036407859,0.038671904,0.546569783
EARLI Fe.4020047-7 Fe,380.4873518,289.3355043,0.760433962,0.451949077,0.857187661,1.309136738,0.403577319,0.097040208,0.10087458,0.707644631
EARLI Fe.4020047-8 Fe,387.2584092,326.5965909,0.843355711,0.107201864,0.653821689,0.761023553,0.055756766,0.031226187,0.042792805,0.631247795
EARLI Fe.4020047_4_Fe,388.8479461,289.9135584,0.745570502,0.021899411,0.161695891,0.183595302,0.006739995,0.004549975,0.005101479,0.167203853
EARLI Fe.4020059-10 Fe,290.1478635,230.6240605,0.794850108,0.15135899,0.434092261,0.585451251,0.065294051,0.058293116,0.074766815,0.387097269
EARLI Fe.4020059-11 Fe,315.1430933,195.4340233,0.620143762,0.184061772,0.323498013,0.507559784,0.066101568,0.063130596,0.071317278,0.307010342
EARLI Fe.4020059-12 Fe,305.634064,212.8896904,0.696550926,0.221049804,0.321577906,0.542627709,0.092534727,0.054778042,0.050649774,0.344665166
EARLI Fe.4020059-14 Fe,393.5880071,266.2551389,0.676481839,0.161361632,0.393046323,0.554407955,0.076123769,0.030928734,0.042049301,0.405306151
EARLI Fe.4020059-15 Fe,390.2152895,271.7909434,0.696515361,0.288135937,0.52406803,0.812203967,0.121844363,0.059550495,0.076842888,0.553966221
EARLI Fe.4020059-16 Fe,355.3077308,250.2690372,0.70437262,0.265237665,0.663572093,0.928809757,0.231986462,0.07045718,0.085275457,0.541090658
EARLI Fe.4020059-17 Fe,331.2372097,269.1001173,0.812409082,0.322678049,0.704602028,1.027280077,0.121133626,0.083959146,0.108949241,0.713238064
EARLI Fe.4020059-18 Fe,278.7820868,198.9169688,0.713521342,0.23652014,0.734259412,0.970779551,0.044025037,0.042337609,0.093468235,0.79094867
EARLI Fe.4020059-3 Fe,424.0541717,298.5189953,0.703964293,0.171626418,0.491265674,0.662892092,0.047693282,0.04613337,0.049552425,0.519513015
EARLI Fe.4020059-4 Fe,402.3916781,315.4294341,0.783886574,0.111632412,0.252245254,0.363877665,0.002577754,0.012815361,0.025226583,0.323257967
EARLI Fe.4020059-5 Fe,354.7869498,286.231659,0.80677054,0.078453096,0.310119498,0.388572593,0.002565562,0.010082911,0.024805424,0.351118696
EARLI Fe.4020059-6 Fe,431.1396201,276.3419875,0.64095707,0.137036298,0.298118512,0.435154809,0.015445951,0.013786718,0.039723276,0.366198864
EARLI Fe.4020059-7 Fe,466.8898995,403.9452943,0.865183194,0.530908681,3.971897307,4.502805988,0.773276015,0.228481804,0.344587945,3.156460224
EARLI Fe.4020059-8 Fe,275.0445411,209.0325982,0.759995444,0.079391431,0.21936898,0.298760411,0.013917791,0.018054695,0.02911252,0.237675405
EARLI Fe.4020059-9 Fe,266.6771001,207.2873254,0.777297058,0.087942371,0.270661923,0.358604294,0.018795152,0.024318984,0.03743383,0.278056328
EARLI Fe.4020059_4_Fe,433.935984,329.6350366,0.759639783,0.041924285,0.148259434,0.19018372,0.003144597,0.012040782,0.029569332,0.145429009
EARLI Fe.4020108-3 Fe,265.9062395,208.0358234,0.782365332,0.135100442,0.346385616,0.481486058,0,0.006654457,0.018035898,0.456795703
EARLI Fe.4020108-5 Fe,301.8944072,263.0759358,0.871417057,0.113189022,0.566457712,0.679646733,0.002989006,0.023376584,0.032160204,0.621120939
EARLI Fe.4020108-6 Fe,487.6040292,404.3076784,0.829172144,0.118765181,0.351237322,0.470002502,0.01762617,0.028726415,0.032248855,0.391401062
EARLI Fe.4020108-7 Fe,270.8727733,221.3521303,0.817181172,0.129401847,0.226465679,0.355867525,0.017832177,0.020309595,0.047090756,0.270634997
EARLI Fe.4020108_4_Fe,368.4226598,269.4973016,0.731489485,0.070767456,0.114991904,0.18575936,0.005676848,0.021977823,0.030580816,0.127523873
EARLI Fe.4020162-3 Fe,243.8950383,170.3654375,0.698519489,0.174557763,0.232581622,0.407139384,0.0540132,0.052763695,0.061430213,0.238932276
EARLI Fe.4020162-5 Fe,279.0461397,184.9863971,0.66292405,0.353282151,0.179267474,0.532549624,0.180466937,0.055693516,0.083652295,0.212736876
EARLI Fe.4020162-6 Fe,319.7237882,240.4949785,0.752196075,0.22417166,0.276734937,0.500906597,0.094401998,0.054169928,0.061089324,0.291245347
EARLI Fe.4020162_4_Fe,333.1198657,240.9576456,0.723336163,0.205291472,0.308954069,0.514245542,0.139460543,0.059343478,0.057081865,0.258359656
EARLI Fe.4020165-3 Fe,292.2211896,221.0455815,0.75643242,0.087367279,0.158637056,0.246004335,0.013672919,0.009021124,0.027284367,0.196025925
EARLI Fe.4020165-5 Fe,264.9065263,198.7639216,0.750317195,0.415193978,0.53191306,0.947107039,0.21537534,0.135927264,0.1341522,0.461652235
EARLI Fe.4020165-6 Fe,375.5881719,287.4956728,0.765454544,0.062640092,0.194608262,0.257248353,0,0.006260986,0.02035354,0.230633827
EARLI Fe.4020165_4_Fe,319.1779833,212.5649928,0.665976364,0.277626375,0.699347712,0.976974087,0.197749003,0.09610518,0.148557871,0.534562033
EARLI Fe.4020171-3 Fe,164.0115466,122.622078,0.747642959,0.182275531,0.19413503,0.376410562,0.094776418,0.053781792,0.043398126,0.184454226
EARLI Fe.4020171-5 Fe,293.6472377,232.9997635,0.793468262,0.339013564,0.509852279,0.848865842,0.143827161,0.086272978,0.135077834,0.483687869
EARLI Fe.4020171-6 Fe,167.2449401,129.3529406,0.773434105,0.127553118,0.189581031,0.317134149,0.041764295,0.042124489,0.057510746,0.175734619
EARLI Fe.4020171-7 Fe,220.8382577,179.8736123,0.814503855,0.164042009,0.172192874,0.336234883,0.058295148,0.02714288,0.057395169,0.193401686
EARLI Fe.4020171-8 Fe,217.4698516,164.7138645,0.757410111,0.107146489,0.200270533,0.307417022,0.042134142,0.037954817,0.050384582,0.176943481
EARLI Fe.4020171_4_Fe,199.7193431,174.4235164,0.873343131,0.133497846,0.286846959,0.420344805,0.06829421,0.042501489,0.082198777,0.227350329
EARLI Fe.4020184-3 Fe,358.4139167,244.4192994,0.681947012,0.110852582,0.180585817,0.291438399,0.025602273,0.032213039,0.032863574,0.200759513
EARLI Fe.4020184-5 Fe,328.3361674,229.4125328,0.698712343,0.059305624,0.142004851,0.201310475,0.014095094,0.012110467,0.022065354,0.15303956
EARLI Fe.4020184-6 Fe,247.95749,219.2967814,0.884412814,0.091424931,0.272442067,0.363866998,0.02902463,0.045118068,0.061451043,0.228273257
EARLI Fe.4020184_4_Fe,339.7732879,257.1070635,0.756701815,0.093124749,0.30730585,0.400430599,0.044032221,0.028087639,0.044924121,0.283386618
EARLI Fe.4020197-3 Fe,338.530622,275.7277011,0.814483781,0.079253754,0.194414194,0.273667948,0.017531422,0.001504283,0.017324653,0.23730759
EARLI Fe.4020197-5 Fe,367.2147344,284.4919047,0.774729002,0.053654022,0.25543976,0.309093781,0.017858341,0.017739715,0.016396479,0.257099246
EARLI Fe.4020197-6 Fe,231.4984123,198.7650883,0.858602382,0.017681546,0.090016666,0.107698212,0.003662403,0.005182942,0.001855079,0.096997788
EARLI Fe.4020197_4_Fe,297.2682752,263.4129861,0.886112001,0.016249574,0.200264471,0.216514045,0.003828273,0.002059421,0.007986714,0.202639637
EARLI Fe.4020231-5 Fe,467.6259231,341.942411,0.731230657,0.243053431,0.402950407,0.646003838,0.07455522,0.075766368,0.073285394,0.422396856
EARLI Fe.4020235-3 Fe,436.5111994,391.2580958,0.896330029,0.027400452,0.104432836,0.131833288,0.003986019,0.009916785,0.006076317,0.111854167
EARLI Fe.4020235-5 Fe,206.0561202,171.7726377,0.833620654,0.0180044,0.095924824,0.113929224,0,0.005152461,0.006720755,0.102056008
EARLI Fe.4020235-6 Fe,298.5739258,220.221481,0.737577739,0.037756938,0.118659002,0.156415941,0.006153538,0.009541349,0.014174601,0.126546453
EARLI Fe.4020235_4_Fe,448.5367527,364.4142601,0.812451283,0.060079866,0.241988662,0.302068528,0.032248966,0.02939048,0.03225421,0.208174872
EARLI Fe.4020237-3 Fe,401.0770927,276.7231949,0.689950137,0.298686492,0.610259723,0.908946215,0.210507377,0.079918768,0.097631812,0.520888258
EARLI Fe.4020237-5 Fe,260.6440867,204.6287888,0.785088936,0.091922294,0.161196267,0.253118562,0.027869111,0.015424868,0.035285363,0.17453922
EARLI Fe.4020237-6 Fe,421.4261549,332.5710914,0.789156267,0.551323693,0.58976495,1.141088643,0.302958279,0.129419882,0.215500316,0.493210166
EARLI Fe.4020237-7 Fe,228.9194186,157.5086506,0.688052816,0.208115309,0.283206249,0.491321558,0.055388443,0.03064322,0.06499101,0.340298885
EARLI Fe.4020237_4_Fe,310.0309858,276.6263541,0.892253893,0.133320043,0.252012244,0.385332287,0.050568713,0.035094601,0.050726323,0.24894265
EARLI Fe.4020244-3 Fe,365.1144,260.7876952,0.714262968,0.034118413,0.122391259,0.156509672,0.043399396,0.004118615,0.006083937,0.102907724
EARLI Fe.4020244-5 Fe,351.581735,307.8223037,0.875535538,0.023499274,0.130475572,0.153974847,0.005484713,0.00196075,0.007446225,0.139083159
EARLI Fe.4020244-6 Fe,455.1793514,351.6107027,0.772466285,0.099875535,0.311148771,0.411024305,0.00670526,0.008371351,0.011392872,0.384554822
EARLI Fe.4020244_4_Fe,362.1163304,303.1878276,0.837266376,0.166760132,0.227458899,0.394219032,0.162050449,0.019345131,0.030289985,0.182533467
EARLI Fe.4020247-3 Fe,297.921552,241.6635713,0.811165119,0.101356702,0.182790422,0.284147124,0.015559242,0.003922515,0.019956767,0.2447086
EARLI Fe.4020247-5 Fe,304.8681781,242.8714511,0.796644152,0.041645923,0.142139733,0.183785656,0.011475935,0.008933235,0.004293124,0.159083362
EARLI Fe.4020247-6 Fe,331.7679388,257.5925288,0.776423815,0.057293309,0.190577536,0.247870844,0.060492132,0,0.009719414,0.177659298
EARLI Fe.4020247_4_Fe,389.3523283,338.7505083,0.870035913,0.073514749,0.245251007,0.318765756,0.02429136,0.018934978,0.03246899,0.243070428
EARLI Fe.4020260-3 Fe,392.9749402,316.4355026,0.805230742,0.034911197,0.111424118,0.146335316,0.007422348,0.004855516,0.00520809,0.128849362
EARLI Fe.4020260-5 Fe,183.7716926,169.211783,0.92077175,0.008625875,0.088311711,0.096937586,0,0,0.00327071,0.093666876
EARLI Fe.4020260-6 Fe,236.3824989,190.0448008,0.803971537,0.038309169,0.107568156,0.145877325,0,0.003805668,0.002835073,0.139236584
EARLI Fe.4020260_4_Fe,232.1048008,195.0043991,0.840156681,0.012117882,0.109382715,0.121500597,0.022245838,0.00727996,0.009078184,0.082896615
EARLI Fe.4020267-3 Fe,298.6534064,230.8537842,0.772982257,0.073384968,0.213612469,0.286997437,0,0.018781943,0.034567513,0.233647981
EARLI Fe.4020267-5 Fe,236.7749282,183.4575477,0.774818301,0.088079032,0.341700799,0.429779831,0.004951026,0.028453348,0.053512027,0.34286343
EARLI Fe.4020267-6 Fe,232.8449232,174.5255307,0.749535478,0.037457707,0.168540378,0.205998085,0.007569423,0.010898302,0.008806989,0.178723371
EARLI Fe.4020267_4_Fe,358.1816471,295.7533923,0.825707835,0.063296318,0.278119661,0.341415979,0.002941618,0.036179252,0.029142395,0.273152714
EARLI Fe.4020279-3 Fe,291.4745195,224.5896105,0.770529139,0.037041375,0.105328242,0.142369618,0,0.002844217,0.002602648,0.136922753
EARLI Fe.4020279-5 Fe,275.0248985,219.1950684,0.797000815,1.031496996,0.429012957,1.460509952,0.766466608,0.161808954,0.137806728,0.394427662
EARLI Fe.4020279-6 Fe,487.110246,394.5824891,0.810047607,0.08277848,0.517317301,0.600095781,0.008782603,0.012207501,0.015999198,0.563106479
EARLI Fe.4020279_4_Fe,203.4221218,154.9450961,0.761692459,0.027424943,0.147589919,0.175014862,0.022379846,0.010196403,0.010185388,0.132253225
EARLI Fe.4020285-3 TWIN A Fe,358.4729508,140.1393686,0.39093429,0.060354964,0.40134274,0.461697704,0,0,0.004886252,0.456811452
EARLI Fe.4020285-3 TWIN B Fe,232.7912268,175.2759837,0.752932085,0.025177304,0.035134477,0.060311781,0,0.005761591,0.007878052,0.046672138
EARLI Fe.4020285-5 TWIN A Fe,169.7641989,109.9240099,0.647509961,0.015672025,0.029248418,0.044920444,0,0,0.005047044,0.0398734
EARLI Fe.4020285-5 TWIN B Fe,123.652895,97.24757231,0.78645609,0.016615187,0.039969164,0.056584351,0,0.006041517,0.005554568,0.044988266
EARLI Fe.4020285-6 TWIN A Fe,325.0850692,257.8519866,0.793183111,0.018348084,0.049865373,0.068213457,0.007407869,0,0.002523649,0.058281939
EARLI Fe.4020285-6 TWIN B Fe,262.4432333,232.9641174,0.887674315,0.017330496,0.059416121,0.076746616,0.020709162,0.00158252,0.002365905,0.052089029
EARLI Fe.4020285_4_TWIN_A_Fe,216.0012306,187.5761043,0.868402943,0.018763206,0.080510172,0.099273378,0.0035933,0.007857951,0.003476076,0.084346051
EARLI Fe.4020285_4_TWIN_B_Fe,519.9777603,457.8806065,0.880577289,0.014147145,0.095242127,0.109389271,0.002737853,0.00131805,0.001368926,0.103964442
EARLI Fe.4020297-3 Fe,425.3725653,307.3483395,0.722539168,0.307104074,0.297781687,0.604885761,0.10954059,0.079224034,0.100797867,0.31532327
